DATE_KEY,FULL_DATE,DATE_NAME,DAY_OF_MONTH,DAY_NAME,DAY_NAME_SHORT,DAY_OF_WEEK_ISO,DAY_OF_YEAR,WEEK_OF_YEAR_ISO,WEEK_START_DATE,WEEK_END_DATE,MONTH_NUMBER,MONTH_NAME,MONTH_NAME_SHORT,MONTH_START_DATE,MONTH_END_DATE,DAYS_IN_MONTH,QUARTER_NUMBER,QUARTER_NAME,QUARTER_START_DATE,QUARTER_END_DATE,YEAR_NUMBER,YEAR_MONTH,YEAR_MONTH_NAME,YEAR_QUARTER,IS_WEEKDAY,IS_WEEKEND,IS_MONTH_START,IS_MONTH_END,IS_QUARTER_START,IS_QUARTER_END,IS_YEAR_START,IS_YEAR_END,IS_LEAP_YEAR
20210905,2021-09-05,"September 05, 2021",5,Sunday,Sun,7,248,35,2021-08-30,2021-09-05,9,September,Sep,2021-09-01,2021-09-30,30,3,Q3,2021-07-01,2021-09-30,2021,2021-09,2021 September,2021-Q3,N,Y,N,N,N,N,N,N,N
20210906,2021-09-06,"September 06, 2021",6,Monday,Mon,1,249,36,2021-09-06,2021-09-12,9,September,Sep,2021-09-01,2021-09-30,30,3,Q3,2021-07-01,2021-09-30,2021,2021-09,2021 September,2021-Q3,Y,N,N,N,N,N,N,N,N
20210907,2021-09-07,"September 07, 2021",7,Tuesday,Tue,2,250,36,2021-09-06,2021-09-12,9,September,Sep,2021-09-01,2021-09-30,30,3,Q3,2021-07-01,2021-09-30,2021,2021-09,2021 September,2021-Q3,Y,N,N,N,N,N,N,N,N
20210908,2021-09-08,"September 08, 2021",8,Wednesday,Wed,3,251,36,2021-09-06,2021-09-12,9,September,Sep,2021-09-01,2021-09-30,30,3,Q3,2021-07-01,2021-09-30,2021,2021-09,2021 September,2021-Q3,Y,N,N,N,N,N,N,N,N
20210909,2021-09-09,"September 09, 2021",9,Thursday,Thu,4,252,36,2021-09-06,2021-09-12,9,September,Sep,2021-09-01,2021-09-30,30,3,Q3,2021-07-01,2021-09-30,2021,2021-09,2021 September,2021-Q3,Y,N,N,N,N,N,N,N,N
20210910,2021-09-10,"September 10, 2021",10,Friday,Fri,5,253,36,2021-09-06,2021-09-12,9,September,Sep,2021-09-01,2021-09-30,30,3,Q3,2021-07-01,2021-09-30,2021,2021-09,2021 September,2021-Q3,Y,N,N,N,N,N,N,N,N
20210911,2021-09-11,"September 11, 2021",11,Saturday,Sat,6,254,36,2021-09-06,2021-09-12,9,September,Sep,2021-09-01,2021-09-30,30,3,Q3,2021-07-01,2021-09-30,2021,2021-09,2021 September,2021-Q3,N,Y,N,N,N,N,N,N,N
20210912,2021-09-12,"September 12, 2021",12,Sunday,Sun,7,255,36,2021-09-06,2021-09-12,9,September,Sep,2021-09-01,2021-09-30,30,3,Q3,2021-07-01,2021-09-30,2021,2021-09,2021 September,2021-Q3,N,Y,N,N,N,N,N,N,N
20210913,2021-09-13,"September 13, 2021",13,Monday,Mon,1,256,37,2021-09-13,2021-09-19,9,September,Sep,2021-09-01,2021-09-30,30,3,Q3,2021-07-01,2021-09-30,2021,2021-09,2021 September,2021-Q3,Y,N,N,N,N,N,N,N,N
20210914,2021-09-14,"September 14, 2021",14,Tuesday,Tue,2,257,37,2021-09-13,2021-09-19,9,September,Sep,2021-09-01,2021-09-30,30,3,Q3,2021-07-01,2021-09-30,2021,2021-09,2021 September,2021-Q3,Y,N,N,N,N,N,N,N,N
20210915,2021-09-15,"September 15, 2021",15,Wednesday,Wed,3,258,37,2021-09-13,2021-09-19,9,September,Sep,2021-09-01,2021-09-30,30,3,Q3,2021-07-01,2021-09-30,2021,2021-09,2021 September,2021-Q3,Y,N,N,N,N,N,N,N,N
20210916,2021-09-16,"September 16, 2021",16,Thursday,Thu,4,259,37,2021-09-13,2021-09-19,9,September,Sep,2021-09-01,2021-09-30,30,3,Q3,2021-07-01,2021-09-30,2021,2021-09,2021 September,2021-Q3,Y,N,N,N,N,N,N,N,N
20210917,2021-09-17,"September 17, 2021",17,Friday,Fri,5,260,37,2021-09-13,2021-09-19,9,September,Sep,2021-09-01,2021-09-30,30,3,Q3,2021-07-01,2021-09-30,2021,2021-09,2021 September,2021-Q3,Y,N,N,N,N,N,N,N,N
20210918,2021-09-18,"September 18, 2021",18,Saturday,Sat,6,261,37,2021-09-13,2021-09-19,9,September,Sep,2021-09-01,2021-09-30,30,3,Q3,2021-07-01,2021-09-30,2021,2021-09,2021 September,2021-Q3,N,Y,N,N,N,N,N,N,N
20210919,2021-09-19,"September 19, 2021",19,Sunday,Sun,7,262,37,2021-09-13,2021-09-19,9,September,Sep,2021-09-01,2021-09-30,30,3,Q3,2021-07-01,2021-09-30,2021,2021-09,2021 September,2021-Q3,N,Y,N,N,N,N,N,N,N
20210920,2021-09-20,"September 20, 2021",20,Monday,Mon,1,263,38,2021-09-20,2021-09-26,9,September,Sep,2021-09-01,2021-09-30,30,3,Q3,2021-07-01,2021-09-30,2021,2021-09,2021 September,2021-Q3,Y,N,N,N,N,N,N,N,N
20210921,2021-09-21,"September 21, 2021",21,Tuesday,Tue,2,264,38,2021-09-20,2021-09-26,9,September,Sep,2021-09-01,2021-09-30,30,3,Q3,2021-07-01,2021-09-30,2021,2021-09,2021 September,2021-Q3,Y,N,N,N,N,N,N,N,N
20210922,2021-09-22,"September 22, 2021",22,Wednesday,Wed,3,265,38,2021-09-20,2021-09-26,9,September,Sep,2021-09-01,2021-09-30,30,3,Q3,2021-07-01,2021-09-30,2021,2021-09,2021 September,2021-Q3,Y,N,N,N,N,N,N,N,N
20210923,2021-09-23,"September 23, 2021",23,Thursday,Thu,4,266,38,2021-09-20,2021-09-26,9,September,Sep,2021-09-01,2021-09-30,30,3,Q3,2021-07-01,2021-09-30,2021,2021-09,2021 September,2021-Q3,Y,N,N,N,N,N,N,N,N
20210924,2021-09-24,"September 24, 2021",24,Friday,Fri,5,267,38,2021-09-20,2021-09-26,9,September,Sep,2021-09-01,2021-09-30,30,3,Q3,2021-07-01,2021-09-30,2021,2021-09,2021 September,2021-Q3,Y,N,N,N,N,N,N,N,N
20210925,2021-09-25,"September 25, 2021",25,Saturday,Sat,6,268,38,2021-09-20,2021-09-26,9,September,Sep,2021-09-01,2021-09-30,30,3,Q3,2021-07-01,2021-09-30,2021,2021-09,2021 September,2021-Q3,N,Y,N,N,N,N,N,N,N
20210926,2021-09-26,"September 26, 2021",26,Sunday,Sun,7,269,38,2021-09-20,2021-09-26,9,September,Sep,2021-09-01,2021-09-30,30,3,Q3,2021-07-01,2021-09-30,2021,2021-09,2021 September,2021-Q3,N,Y,N,N,N,N,N,N,N
20210927,2021-09-27,"September 27, 2021",27,Monday,Mon,1,270,39,2021-09-27,2021-10-03,9,September,Sep,2021-09-01,2021-09-30,30,3,Q3,2021-07-01,2021-09-30,2021,2021-09,2021 September,2021-Q3,Y,N,N,N,N,N,N,N,N
20210928,2021-09-28,"September 28, 2021",28,Tuesday,Tue,2,271,39,2021-09-27,2021-10-03,9,September,Sep,2021-09-01,2021-09-30,30,3,Q3,2021-07-01,2021-09-30,2021,2021-09,2021 September,2021-Q3,Y,N,N,N,N,N,N,N,N
20210929,2021-09-29,"September 29, 2021",29,Wednesday,Wed,3,272,39,2021-09-27,2021-10-03,9,September,Sep,2021-09-01,2021-09-30,30,3,Q3,2021-07-01,2021-09-30,2021,2021-09,2021 September,2021-Q3,Y,N,N,N,N,N,N,N,N
20210930,2021-09-30,"September 30, 2021",30,Thursday,Thu,4,273,39,2021-09-27,2021-10-03,9,September,Sep,2021-09-01,2021-09-30,30,3,Q3,2021-07-01,2021-09-30,2021,2021-09,2021 September,2021-Q3,Y,N,N,Y,N,Y,N,N,N
20211001,2021-10-01,"October 01, 2021",1,Friday,Fri,5,274,39,2021-09-27,2021-10-03,10,October,Oct,2021-10-01,2021-10-31,31,4,Q4,2021-10-01,2021-12-31,2021,2021-10,2021 October,2021-Q4,Y,N,Y,N,Y,N,N,N,N
20211002,2021-10-02,"October 02, 2021",2,Saturday,Sat,6,275,39,2021-09-27,2021-10-03,10,October,Oct,2021-10-01,2021-10-31,31,4,Q4,2021-10-01,2021-12-31,2021,2021-10,2021 October,2021-Q4,N,Y,N,N,N,N,N,N,N
20211003,2021-10-03,"October 03, 2021",3,Sunday,Sun,7,276,39,2021-09-27,2021-10-03,10,October,Oct,2021-10-01,2021-10-31,31,4,Q4,2021-10-01,2021-12-31,2021,2021-10,2021 October,2021-Q4,N,Y,N,N,N,N,N,N,N
20211004,2021-10-04,"October 04, 2021",4,Monday,Mon,1,277,40,2021-10-04,2021-10-10,10,October,Oct,2021-10-01,2021-10-31,31,4,Q4,2021-10-01,2021-12-31,2021,2021-10,2021 October,2021-Q4,Y,N,N,N,N,N,N,N,N
20211005,2021-10-05,"October 05, 2021",5,Tuesday,Tue,2,278,40,2021-10-04,2021-10-10,10,October,Oct,2021-10-01,2021-10-31,31,4,Q4,2021-10-01,2021-12-31,2021,2021-10,2021 October,2021-Q4,Y,N,N,N,N,N,N,N,N
20211006,2021-10-06,"October 06, 2021",6,Wednesday,Wed,3,279,40,2021-10-04,2021-10-10,10,October,Oct,2021-10-01,2021-10-31,31,4,Q4,2021-10-01,2021-12-31,2021,2021-10,2021 October,2021-Q4,Y,N,N,N,N,N,N,N,N
20211007,2021-10-07,"October 07, 2021",7,Thursday,Thu,4,280,40,2021-10-04,2021-10-10,10,October,Oct,2021-10-01,2021-10-31,31,4,Q4,2021-10-01,2021-12-31,2021,2021-10,2021 October,2021-Q4,Y,N,N,N,N,N,N,N,N
20211008,2021-10-08,"October 08, 2021",8,Friday,Fri,5,281,40,2021-10-04,2021-10-10,10,October,Oct,2021-10-01,2021-10-31,31,4,Q4,2021-10-01,2021-12-31,2021,2021-10,2021 October,2021-Q4,Y,N,N,N,N,N,N,N,N
20211009,2021-10-09,"October 09, 2021",9,Saturday,Sat,6,282,40,2021-10-04,2021-10-10,10,October,Oct,2021-10-01,2021-10-31,31,4,Q4,2021-10-01,2021-12-31,2021,2021-10,2021 October,2021-Q4,N,Y,N,N,N,N,N,N,N
20211010,2021-10-10,"October 10, 2021",10,Sunday,Sun,7,283,40,2021-10-04,2021-10-10,10,October,Oct,2021-10-01,2021-10-31,31,4,Q4,2021-10-01,2021-12-31,2021,2021-10,2021 October,2021-Q4,N,Y,N,N,N,N,N,N,N
20211011,2021-10-11,"October 11, 2021",11,Monday,Mon,1,284,41,2021-10-11,2021-10-17,10,October,Oct,2021-10-01,2021-10-31,31,4,Q4,2021-10-01,2021-12-31,2021,2021-10,2021 October,2021-Q4,Y,N,N,N,N,N,N,N,N
20211012,2021-10-12,"October 12, 2021",12,Tuesday,Tue,2,285,41,2021-10-11,2021-10-17,10,October,Oct,2021-10-01,2021-10-31,31,4,Q4,2021-10-01,2021-12-31,2021,2021-10,2021 October,2021-Q4,Y,N,N,N,N,N,N,N,N
20211013,2021-10-13,"October 13, 2021",13,Wednesday,Wed,3,286,41,2021-10-11,2021-10-17,10,October,Oct,2021-10-01,2021-10-31,31,4,Q4,2021-10-01,2021-12-31,2021,2021-10,2021 October,2021-Q4,Y,N,N,N,N,N,N,N,N
20211014,2021-10-14,"October 14, 2021",14,Thursday,Thu,4,287,41,2021-10-11,2021-10-17,10,October,Oct,2021-10-01,2021-10-31,31,4,Q4,2021-10-01,2021-12-31,2021,2021-10,2021 October,2021-Q4,Y,N,N,N,N,N,N,N,N
20211015,2021-10-15,"October 15, 2021",15,Friday,Fri,5,288,41,2021-10-11,2021-10-17,10,October,Oct,2021-10-01,2021-10-31,31,4,Q4,2021-10-01,2021-12-31,2021,2021-10,2021 October,2021-Q4,Y,N,N,N,N,N,N,N,N
20211016,2021-10-16,"October 16, 2021",16,Saturday,Sat,6,289,41,2021-10-11,2021-10-17,10,October,Oct,2021-10-01,2021-10-31,31,4,Q4,2021-10-01,2021-12-31,2021,2021-10,2021 October,2021-Q4,N,Y,N,N,N,N,N,N,N
20211017,2021-10-17,"October 17, 2021",17,Sunday,Sun,7,290,41,2021-10-11,2021-10-17,10,October,Oct,2021-10-01,2021-10-31,31,4,Q4,2021-10-01,2021-12-31,2021,2021-10,2021 October,2021-Q4,N,Y,N,N,N,N,N,N,N
20211018,2021-10-18,"October 18, 2021",18,Monday,Mon,1,291,42,2021-10-18,2021-10-24,10,October,Oct,2021-10-01,2021-10-31,31,4,Q4,2021-10-01,2021-12-31,2021,2021-10,2021 October,2021-Q4,Y,N,N,N,N,N,N,N,N
20211019,2021-10-19,"October 19, 2021",19,Tuesday,Tue,2,292,42,2021-10-18,2021-10-24,10,October,Oct,2021-10-01,2021-10-31,31,4,Q4,2021-10-01,2021-12-31,2021,2021-10,2021 October,2021-Q4,Y,N,N,N,N,N,N,N,N
20211020,2021-10-20,"October 20, 2021",20,Wednesday,Wed,3,293,42,2021-10-18,2021-10-24,10,October,Oct,2021-10-01,2021-10-31,31,4,Q4,2021-10-01,2021-12-31,2021,2021-10,2021 October,2021-Q4,Y,N,N,N,N,N,N,N,N
20211021,2021-10-21,"October 21, 2021",21,Thursday,Thu,4,294,42,2021-10-18,2021-10-24,10,October,Oct,2021-10-01,2021-10-31,31,4,Q4,2021-10-01,2021-12-31,2021,2021-10,2021 October,2021-Q4,Y,N,N,N,N,N,N,N,N
20211022,2021-10-22,"October 22, 2021",22,Friday,Fri,5,295,42,2021-10-18,2021-10-24,10,October,Oct,2021-10-01,2021-10-31,31,4,Q4,2021-10-01,2021-12-31,2021,2021-10,2021 October,2021-Q4,Y,N,N,N,N,N,N,N,N
20211023,2021-10-23,"October 23, 2021",23,Saturday,Sat,6,296,42,2021-10-18,2021-10-24,10,October,Oct,2021-10-01,2021-10-31,31,4,Q4,2021-10-01,2021-12-31,2021,2021-10,2021 October,2021-Q4,N,Y,N,N,N,N,N,N,N
20211024,2021-10-24,"October 24, 2021",24,Sunday,Sun,7,297,42,2021-10-18,2021-10-24,10,October,Oct,2021-10-01,2021-10-31,31,4,Q4,2021-10-01,2021-12-31,2021,2021-10,2021 October,2021-Q4,N,Y,N,N,N,N,N,N,N
20211025,2021-10-25,"October 25, 2021",25,Monday,Mon,1,298,43,2021-10-25,2021-10-31,10,October,Oct,2021-10-01,2021-10-31,31,4,Q4,2021-10-01,2021-12-31,2021,2021-10,2021 October,2021-Q4,Y,N,N,N,N,N,N,N,N
20211026,2021-10-26,"October 26, 2021",26,Tuesday,Tue,2,299,43,2021-10-25,2021-10-31,10,October,Oct,2021-10-01,2021-10-31,31,4,Q4,2021-10-01,2021-12-31,2021,2021-10,2021 October,2021-Q4,Y,N,N,N,N,N,N,N,N
20211027,2021-10-27,"October 27, 2021",27,Wednesday,Wed,3,300,43,2021-10-25,2021-10-31,10,October,Oct,2021-10-01,2021-10-31,31,4,Q4,2021-10-01,2021-12-31,2021,2021-10,2021 October,2021-Q4,Y,N,N,N,N,N,N,N,N
20211028,2021-10-28,"October 28, 2021",28,Thursday,Thu,4,301,43,2021-10-25,2021-10-31,10,October,Oct,2021-10-01,2021-10-31,31,4,Q4,2021-10-01,2021-12-31,2021,2021-10,2021 October,2021-Q4,Y,N,N,N,N,N,N,N,N
20211029,2021-10-29,"October 29, 2021",29,Friday,Fri,5,302,43,2021-10-25,2021-10-31,10,October,Oct,2021-10-01,2021-10-31,31,4,Q4,2021-10-01,2021-12-31,2021,2021-10,2021 October,2021-Q4,Y,N,N,N,N,N,N,N,N
20211030,2021-10-30,"October 30, 2021",30,Saturday,Sat,6,303,43,2021-10-25,2021-10-31,10,October,Oct,2021-10-01,2021-10-31,31,4,Q4,2021-10-01,2021-12-31,2021,2021-10,2021 October,2021-Q4,N,Y,N,N,N,N,N,N,N
20211031,2021-10-31,"October 31, 2021",31,Sunday,Sun,7,304,43,2021-10-25,2021-10-31,10,October,Oct,2021-10-01,2021-10-31,31,4,Q4,2021-10-01,2021-12-31,2021,2021-10,2021 October,2021-Q4,N,Y,N,Y,N,N,N,N,N
20211101,2021-11-01,"November 01, 2021",1,Monday,Mon,1,305,44,2021-11-01,2021-11-07,11,November,Nov,2021-11-01,2021-11-30,30,4,Q4,2021-10-01,2021-12-31,2021,2021-11,2021 November,2021-Q4,Y,N,Y,N,N,N,N,N,N
20211102,2021-11-02,"November 02, 2021",2,Tuesday,Tue,2,306,44,2021-11-01,2021-11-07,11,November,Nov,2021-11-01,2021-11-30,30,4,Q4,2021-10-01,2021-12-31,2021,2021-11,2021 November,2021-Q4,Y,N,N,N,N,N,N,N,N
20211103,2021-11-03,"November 03, 2021",3,Wednesday,Wed,3,307,44,2021-11-01,2021-11-07,11,November,Nov,2021-11-01,2021-11-30,30,4,Q4,2021-10-01,2021-12-31,2021,2021-11,2021 November,2021-Q4,Y,N,N,N,N,N,N,N,N
20211104,2021-11-04,"November 04, 2021",4,Thursday,Thu,4,308,44,2021-11-01,2021-11-07,11,November,Nov,2021-11-01,2021-11-30,30,4,Q4,2021-10-01,2021-12-31,2021,2021-11,2021 November,2021-Q4,Y,N,N,N,N,N,N,N,N
20211105,2021-11-05,"November 05, 2021",5,Friday,Fri,5,309,44,2021-11-01,2021-11-07,11,November,Nov,2021-11-01,2021-11-30,30,4,Q4,2021-10-01,2021-12-31,2021,2021-11,2021 November,2021-Q4,Y,N,N,N,N,N,N,N,N
20211106,2021-11-06,"November 06, 2021",6,Saturday,Sat,6,310,44,2021-11-01,2021-11-07,11,November,Nov,2021-11-01,2021-11-30,30,4,Q4,2021-10-01,2021-12-31,2021,2021-11,2021 November,2021-Q4,N,Y,N,N,N,N,N,N,N
20211107,2021-11-07,"November 07, 2021",7,Sunday,Sun,7,311,44,2021-11-01,2021-11-07,11,November,Nov,2021-11-01,2021-11-30,30,4,Q4,2021-10-01,2021-12-31,2021,2021-11,2021 November,2021-Q4,N,Y,N,N,N,N,N,N,N
20211108,2021-11-08,"November 08, 2021",8,Monday,Mon,1,312,45,2021-11-08,2021-11-14,11,November,Nov,2021-11-01,2021-11-30,30,4,Q4,2021-10-01,2021-12-31,2021,2021-11,2021 November,2021-Q4,Y,N,N,N,N,N,N,N,N
20211109,2021-11-09,"November 09, 2021",9,Tuesday,Tue,2,313,45,2021-11-08,2021-11-14,11,November,Nov,2021-11-01,2021-11-30,30,4,Q4,2021-10-01,2021-12-31,2021,2021-11,2021 November,2021-Q4,Y,N,N,N,N,N,N,N,N
20211110,2021-11-10,"November 10, 2021",10,Wednesday,Wed,3,314,45,2021-11-08,2021-11-14,11,November,Nov,2021-11-01,2021-11-30,30,4,Q4,2021-10-01,2021-12-31,2021,2021-11,2021 November,2021-Q4,Y,N,N,N,N,N,N,N,N
20211111,2021-11-11,"November 11, 2021",11,Thursday,Thu,4,315,45,2021-11-08,2021-11-14,11,November,Nov,2021-11-01,2021-11-30,30,4,Q4,2021-10-01,2021-12-31,2021,2021-11,2021 November,2021-Q4,Y,N,N,N,N,N,N,N,N
20211112,2021-11-12,"November 12, 2021",12,Friday,Fri,5,316,45,2021-11-08,2021-11-14,11,November,Nov,2021-11-01,2021-11-30,30,4,Q4,2021-10-01,2021-12-31,2021,2021-11,2021 November,2021-Q4,Y,N,N,N,N,N,N,N,N
20211113,2021-11-13,"November 13, 2021",13,Saturday,Sat,6,317,45,2021-11-08,2021-11-14,11,November,Nov,2021-11-01,2021-11-30,30,4,Q4,2021-10-01,2021-12-31,2021,2021-11,2021 November,2021-Q4,N,Y,N,N,N,N,N,N,N
20211114,2021-11-14,"November 14, 2021",14,Sunday,Sun,7,318,45,2021-11-08,2021-11-14,11,November,Nov,2021-11-01,2021-11-30,30,4,Q4,2021-10-01,2021-12-31,2021,2021-11,2021 November,2021-Q4,N,Y,N,N,N,N,N,N,N
20211115,2021-11-15,"November 15, 2021",15,Monday,Mon,1,319,46,2021-11-15,2021-11-21,11,November,Nov,2021-11-01,2021-11-30,30,4,Q4,2021-10-01,2021-12-31,2021,2021-11,2021 November,2021-Q4,Y,N,N,N,N,N,N,N,N
20211116,2021-11-16,"November 16, 2021",16,Tuesday,Tue,2,320,46,2021-11-15,2021-11-21,11,November,Nov,2021-11-01,2021-11-30,30,4,Q4,2021-10-01,2021-12-31,2021,2021-11,2021 November,2021-Q4,Y,N,N,N,N,N,N,N,N
20211117,2021-11-17,"November 17, 2021",17,Wednesday,Wed,3,321,46,2021-11-15,2021-11-21,11,November,Nov,2021-11-01,2021-11-30,30,4,Q4,2021-10-01,2021-12-31,2021,2021-11,2021 November,2021-Q4,Y,N,N,N,N,N,N,N,N
20211118,2021-11-18,"November 18, 2021",18,Thursday,Thu,4,322,46,2021-11-15,2021-11-21,11,November,Nov,2021-11-01,2021-11-30,30,4,Q4,2021-10-01,2021-12-31,2021,2021-11,2021 November,2021-Q4,Y,N,N,N,N,N,N,N,N
20211119,2021-11-19,"November 19, 2021",19,Friday,Fri,5,323,46,2021-11-15,2021-11-21,11,November,Nov,2021-11-01,2021-11-30,30,4,Q4,2021-10-01,2021-12-31,2021,2021-11,2021 November,2021-Q4,Y,N,N,N,N,N,N,N,N
20211120,2021-11-20,"November 20, 2021",20,Saturday,Sat,6,324,46,2021-11-15,2021-11-21,11,November,Nov,2021-11-01,2021-11-30,30,4,Q4,2021-10-01,2021-12-31,2021,2021-11,2021 November,2021-Q4,N,Y,N,N,N,N,N,N,N
20211121,2021-11-21,"November 21, 2021",21,Sunday,Sun,7,325,46,2021-11-15,2021-11-21,11,November,Nov,2021-11-01,2021-11-30,30,4,Q4,2021-10-01,2021-12-31,2021,2021-11,2021 November,2021-Q4,N,Y,N,N,N,N,N,N,N
20211122,2021-11-22,"November 22, 2021",22,Monday,Mon,1,326,47,2021-11-22,2021-11-28,11,November,Nov,2021-11-01,2021-11-30,30,4,Q4,2021-10-01,2021-12-31,2021,2021-11,2021 November,2021-Q4,Y,N,N,N,N,N,N,N,N
20211123,2021-11-23,"November 23, 2021",23,Tuesday,Tue,2,327,47,2021-11-22,2021-11-28,11,November,Nov,2021-11-01,2021-11-30,30,4,Q4,2021-10-01,2021-12-31,2021,2021-11,2021 November,2021-Q4,Y,N,N,N,N,N,N,N,N
20211124,2021-11-24,"November 24, 2021",24,Wednesday,Wed,3,328,47,2021-11-22,2021-11-28,11,November,Nov,2021-11-01,2021-11-30,30,4,Q4,2021-10-01,2021-12-31,2021,2021-11,2021 November,2021-Q4,Y,N,N,N,N,N,N,N,N
20211125,2021-11-25,"November 25, 2021",25,Thursday,Thu,4,329,47,2021-11-22,2021-11-28,11,November,Nov,2021-11-01,2021-11-30,30,4,Q4,2021-10-01,2021-12-31,2021,2021-11,2021 November,2021-Q4,Y,N,N,N,N,N,N,N,N
20211126,2021-11-26,"November 26, 2021",26,Friday,Fri,5,330,47,2021-11-22,2021-11-28,11,November,Nov,2021-11-01,2021-11-30,30,4,Q4,2021-10-01,2021-12-31,2021,2021-11,2021 November,2021-Q4,Y,N,N,N,N,N,N,N,N
20211127,2021-11-27,"November 27, 2021",27,Saturday,Sat,6,331,47,2021-11-22,2021-11-28,11,November,Nov,2021-11-01,2021-11-30,30,4,Q4,2021-10-01,2021-12-31,2021,2021-11,2021 November,2021-Q4,N,Y,N,N,N,N,N,N,N
20211128,2021-11-28,"November 28, 2021",28,Sunday,Sun,7,332,47,2021-11-22,2021-11-28,11,November,Nov,2021-11-01,2021-11-30,30,4,Q4,2021-10-01,2021-12-31,2021,2021-11,2021 November,2021-Q4,N,Y,N,N,N,N,N,N,N
20211129,2021-11-29,"November 29, 2021",29,Monday,Mon,1,333,48,2021-11-29,2021-12-05,11,November,Nov,2021-11-01,2021-11-30,30,4,Q4,2021-10-01,2021-12-31,2021,2021-11,2021 November,2021-Q4,Y,N,N,N,N,N,N,N,N
20211130,2021-11-30,"November 30, 2021",30,Tuesday,Tue,2,334,48,2021-11-29,2021-12-05,11,November,Nov,2021-11-01,2021-11-30,30,4,Q4,2021-10-01,2021-12-31,2021,2021-11,2021 November,2021-Q4,Y,N,N,Y,N,N,N,N,N
20211201,2021-12-01,"December 01, 2021",1,Wednesday,Wed,3,335,48,2021-11-29,2021-12-05,12,December,Dec,2021-12-01,2021-12-31,31,4,Q4,2021-10-01,2021-12-31,2021,2021-12,2021 December,2021-Q4,Y,N,Y,N,N,N,N,N,N
20211202,2021-12-02,"December 02, 2021",2,Thursday,Thu,4,336,48,2021-11-29,2021-12-05,12,December,Dec,2021-12-01,2021-12-31,31,4,Q4,2021-10-01,2021-12-31,2021,2021-12,2021 December,2021-Q4,Y,N,N,N,N,N,N,N,N
20211203,2021-12-03,"December 03, 2021",3,Friday,Fri,5,337,48,2021-11-29,2021-12-05,12,December,Dec,2021-12-01,2021-12-31,31,4,Q4,2021-10-01,2021-12-31,2021,2021-12,2021 December,2021-Q4,Y,N,N,N,N,N,N,N,N
20211204,2021-12-04,"December 04, 2021",4,Saturday,Sat,6,338,48,2021-11-29,2021-12-05,12,December,Dec,2021-12-01,2021-12-31,31,4,Q4,2021-10-01,2021-12-31,2021,2021-12,2021 December,2021-Q4,N,Y,N,N,N,N,N,N,N
20211205,2021-12-05,"December 05, 2021",5,Sunday,Sun,7,339,48,2021-11-29,2021-12-05,12,December,Dec,2021-12-01,2021-12-31,31,4,Q4,2021-10-01,2021-12-31,2021,2021-12,2021 December,2021-Q4,N,Y,N,N,N,N,N,N,N
20211206,2021-12-06,"December 06, 2021",6,Monday,Mon,1,340,49,2021-12-06,2021-12-12,12,December,Dec,2021-12-01,2021-12-31,31,4,Q4,2021-10-01,2021-12-31,2021,2021-12,2021 December,2021-Q4,Y,N,N,N,N,N,N,N,N
20211207,2021-12-07,"December 07, 2021",7,Tuesday,Tue,2,341,49,2021-12-06,2021-12-12,12,December,Dec,2021-12-01,2021-12-31,31,4,Q4,2021-10-01,2021-12-31,2021,2021-12,2021 December,2021-Q4,Y,N,N,N,N,N,N,N,N
20211208,2021-12-08,"December 08, 2021",8,Wednesday,Wed,3,342,49,2021-12-06,2021-12-12,12,December,Dec,2021-12-01,2021-12-31,31,4,Q4,2021-10-01,2021-12-31,2021,2021-12,2021 December,2021-Q4,Y,N,N,N,N,N,N,N,N
20211209,2021-12-09,"December 09, 2021",9,Thursday,Thu,4,343,49,2021-12-06,2021-12-12,12,December,Dec,2021-12-01,2021-12-31,31,4,Q4,2021-10-01,2021-12-31,2021,2021-12,2021 December,2021-Q4,Y,N,N,N,N,N,N,N,N
20211210,2021-12-10,"December 10, 2021",10,Friday,Fri,5,344,49,2021-12-06,2021-12-12,12,December,Dec,2021-12-01,2021-12-31,31,4,Q4,2021-10-01,2021-12-31,2021,2021-12,2021 December,2021-Q4,Y,N,N,N,N,N,N,N,N
20211211,2021-12-11,"December 11, 2021",11,Saturday,Sat,6,345,49,2021-12-06,2021-12-12,12,December,Dec,2021-12-01,2021-12-31,31,4,Q4,2021-10-01,2021-12-31,2021,2021-12,2021 December,2021-Q4,N,Y,N,N,N,N,N,N,N
20211212,2021-12-12,"December 12, 2021",12,Sunday,Sun,7,346,49,2021-12-06,2021-12-12,12,December,Dec,2021-12-01,2021-12-31,31,4,Q4,2021-10-01,2021-12-31,2021,2021-12,2021 December,2021-Q4,N,Y,N,N,N,N,N,N,N
20211213,2021-12-13,"December 13, 2021",13,Monday,Mon,1,347,50,2021-12-13,2021-12-19,12,December,Dec,2021-12-01,2021-12-31,31,4,Q4,2021-10-01,2021-12-31,2021,2021-12,2021 December,2021-Q4,Y,N,N,N,N,N,N,N,N
20211214,2021-12-14,"December 14, 2021",14,Tuesday,Tue,2,348,50,2021-12-13,2021-12-19,12,December,Dec,2021-12-01,2021-12-31,31,4,Q4,2021-10-01,2021-12-31,2021,2021-12,2021 December,2021-Q4,Y,N,N,N,N,N,N,N,N
